"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-02"",102.9011,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-03"",102.3536,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-04"",101.7123,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-05"",100.9394,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-06"",100.1178,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-07"",99.36309,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-08"",98.72684,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-09"",98.22224,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-10"",97.8455,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-11"",97.57933,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-12"",97.40819,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-01"",97.32929,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-02"",97.37889,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-03"",97.56295,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-04"",97.83373,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-05"",98.13144,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-06"",98.40294,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-07"",98.63478,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-08"",98.84184,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-09"",99.00983,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-10"",99.13523,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-11"",99.22502,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-12"",99.29799,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-01"",99.39198,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-02"",99.53521,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-03"",99.75211,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-04"",100.0106,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-05"",100.2596,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-06"",100.4213,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-07"",100.4216,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-08"",100.2998,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-09"",100.1294,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-10"",99.96814,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-11"",99.85398,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-12"",99.78844,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-01"",99.76734,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-02"",99.75923,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-03"",99.72158,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-04"",99.59661,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-05"",99.39185,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-06"",99.12768,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-07"",98.79125,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-08"",98.4019,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-09"",97.99886,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-10"",97.65228,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-11"",97.39068,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-12"",97.1838,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-01"",97.02357,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-02"",96.93027,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-03"",96.89297,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-04"",96.85788,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-05"",96.7928,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-06"",96.70426,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-07"",96.60508,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-08"",96.53976,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-09"",96.54351,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-10"",96.63746,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-11"",96.81946,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-12"",97.06375,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-01"",97.34403,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-02"",97.66633,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-03"",98.0357,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-04"",98.39126,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-05"",98.70969,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-06"",98.99416,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-07"",99.24362,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-08"",99.47729,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-09"",99.72319,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-10"",99.98972,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-11"",100.2735,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-12"",100.5381,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-01"",100.7655,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-02"",100.9631,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-03"",101.1414,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-04"",101.2669,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-05"",101.3296,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-06"",101.3605,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-07"",101.3751,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-08"",101.3996,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-09"",101.4468,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-10"",101.5055,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-11"",101.5627,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-12"",101.5787,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-01"",101.5313,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-02"",101.4368,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-03"",101.2722,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-04"",101.0473,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-05"",100.8183,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-06"",100.6498,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-07"",100.5489,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-08"",100.4985,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-09"",100.4677,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-10"",100.424,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-11"",100.3689,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-12"",100.2963,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-01"",100.2225,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-02"",100.1724,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-03"",100.1697,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-04"",100.2042,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-05"",100.2563,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-06"",100.3211,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-07"",100.3714,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-08"",100.389,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-09"",100.3701,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-10"",100.3417,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-11"",100.3294,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-12"",100.3458,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-01"",100.3968,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-02"",100.4861,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-03"",100.6119,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-04"",100.7647,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-05"",100.9123,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-06"",101.019,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-07"",101.0813,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-08"",101.1474,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-09"",101.2768,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-10"",101.5015,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-11"",101.8319,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-12"",102.2465,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-01"",102.7272,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-02"",103.2754,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-03"",103.9027,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-04"",104.518,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-05"",104.9762,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-06"",105.1582,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-07"",105.0339,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-08"",104.7044,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-09"",104.1928,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-10"",103.5506,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-11"",102.8795,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-12"",102.225,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-01"",101.5562,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-02"",100.8383,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-03"",100.0951,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-04"",99.26088,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-05"",98.31007,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-06"",97.27042,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-07"",96.20914,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-08"",95.19646,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-09"",94.32975,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-10"",93.69733,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-11"",93.37576,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-12"",93.39103,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-01"",93.74601,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-02"",94.37347,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-03"",95.17877,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-04"",96.09937,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-05"",97.10167,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-06"",98.14132,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-07"",99.12386,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-08"",99.93059,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-09"",100.5375,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-10"",100.9762,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-11"",101.2673,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-12"",101.373,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-01"",101.3123,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-02"",101.1317,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-03"",100.9017,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-04"",100.6312,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-05"",100.3419,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-06"",100.0895,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-07"",99.93483,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-08"",99.89259,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-09"",99.94794,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-10"",100.0722,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-11"",100.2016,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-12"",100.3006,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-01"",100.3853,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-02"",100.4608,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-03"",100.5222,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-04"",100.5371,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-05"",100.5116,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-06"",100.441,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-07"",100.3176,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-08"",100.1346,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-09"",99.92471,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-10"",99.72597,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-11"",99.57228,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-12"",99.47639,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-01"",99.44889,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-02"",99.48215,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-03"",99.5374,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-04"",99.5977,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-05"",99.67647,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-06"",99.76455,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-07"",99.85798,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-08"",99.95073,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-09"",100.0482,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-10"",100.1682,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-11"",100.3188,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-12"",100.4853,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-01"",100.645,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-02"",100.7781,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-03"",100.8953,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-04"",100.9924,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-05"",101.0857,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-06"",101.1768,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-07"",101.261,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-08"",101.3138,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-09"",101.324,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-10"",101.2959,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-11"",101.2349,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-12"",101.1326,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-01"",100.9902,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-02"",100.8331,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-03"",100.6801,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-04"",100.5343,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-05"",100.4103,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-06"",100.3116,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-07"",100.2402,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-08"",100.19,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-09"",100.1512,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-10"",100.1381,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-11"",100.1592,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-12"",100.1907,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-01"",100.2033,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-02"",100.2387,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-03"",100.3429,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-04"",100.4535,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-05"",100.5015,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-06"",100.4445,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-07"",100.2802,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-08"",100.0693,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-09"",99.87782,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-10"",99.74924,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-11"",99.67931,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-12"",99.63902,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-01"",99.62702,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-02"",99.656,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-03"",99.74663,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-04"",99.86503,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-05"",99.99543,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-06"",100.1359,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-07"",100.2804,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-08"",100.4014,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-09"",100.5007,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-10"",100.5901,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-11"",100.6776,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-12"",100.7436,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-01"",100.793,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-02"",100.8529,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-03"",100.9261,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-04"",100.9993,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-05"",101.0687,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-06"",101.1103,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-07"",101.0899,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-08"",100.9865,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-09"",100.8008,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-10"",100.5628,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-11"",100.3085,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-12"",100.0419,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-01"",99.78333,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-02"",99.55519,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-03"",99.38234,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-04"",99.2431,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-05"",99.11672,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-06"",98.9831,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-07"",98.84143,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-08"",98.69655,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-09"",98.56259,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-10"",98.44479,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-11"",98.34897,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-12"",98.27256,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-01"",98.22159,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-02"",98.19203,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-03"",98.18423,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-04"",98.17201,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-05"",98.15356,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-06"",98.13226,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-07"",98.09773,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-08"",98.03279,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-09"",97.9388,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-10"",97.84425,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-11"",97.7875,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-12"",97.78654,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-01"",97.85415,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-02"",83.35268,"
"CHN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-03"",88.30286,"
